id,name,gender,year_of_birth,year_of_death,city_of_birth,state_of_birth,city_of_death,state_of_death,url
1701,"Nicholls, Bertram",M,1883,1974,Lancashire,United Kingdom,Worthing,United Kingdom,http://www.tate.org.uk/art/artists/bertram-nicholls-1701
1702,"Nicholson, Ben, OM",M,1894,1982,Denham,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/ben-nicholson-om-1702
1703,"Nicholson, Sir William",M,1872,1949,Newark-on-Trent,United Kingdom,Berkshire,United Kingdom,http://www.tate.org.uk/art/artists/sir-william-nicholson-1703
1704,"Nicholson, Winifred",F,1893,1981,Oxford,United Kingdom,Cumbria,United Kingdom,http://www.tate.org.uk/art/artists/winifred-nicholson-1704
1705,"Nimptsch, Uli",M,1897,1977,Charlottenburg,Deutschland,Unknown,Unknown,http://www.tate.org.uk/art/artists/uli-nimptsch-1705
1706,"Nitsch, Hermann",M,1938,Unknown,Wien,Österreich,Unknown,Unknown,http://www.tate.org.uk/art/artists/hermann-nitsch-1706
1707,"Noguchi, Isamu",M,1904,1988,Los Angeles,United States,New York,United States,http://www.tate.org.uk/art/artists/isamu-noguchi-1707
1708,"Nolan, Sir Sidney",M,1917,1992,Melbourne,Australia,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-sidney-nolan-1708
1709,"Noland, Kenneth",M,1924,2010,Asheville,United States,Port Clyde,United States,http://www.tate.org.uk/art/artists/kenneth-noland-1709
1710,"Nolde, Emil",M,1867,1956,Schleswig-Holstein,Deutschland,Seebüll,Unknown,http://www.tate.org.uk/art/artists/emil-nolde-1710
1711,"Oakley, Alfred J.",M,1878,1959,High Wycombe,United Kingdom,Newbury,United Kingdom,http://www.tate.org.uk/art/artists/alfred-j-oakley-1711
1712,"Oelman, Michael",M,1941,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/michael-oelman-1712
1713,"Oldenburg, Claes",M,1929,Unknown,Stockholm,Sverige,Unknown,Unknown,http://www.tate.org.uk/art/artists/claes-oldenburg-1713
1714,"Oliver, Madge",F,1874,1924,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/madge-oliver-1714
1715,"Olivier, Herbert A.",M,1861,1952,Battle,United Kingdom,Hayling Island,United Kingdom,http://www.tate.org.uk/art/artists/herbert-a-olivier-1715
1716,"Olson, Eric",M,1909,1996,Malmö,Sverige,Unknown,Unknown,http://www.tate.org.uk/art/artists/eric-olson-1716
1717,"Olsson, Julius",M,1864,1942,London,United Kingdom,Dalkey,Éire,http://www.tate.org.uk/art/artists/julius-olsson-1717
1718,"Onley, Toni",M,1928,Unknown,Isle of Man,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/toni-onley-1718
1719,"Ono, Yoko",F,1933,Unknown,Tokyo,Nihon,Unknown,Unknown,http://www.tate.org.uk/art/artists/yoko-ono-1719
1720,"Onslow-Ford, Gordon",M,1912,2003,Wendover,United Kingdom,Inverness,United States,http://www.tate.org.uk/art/artists/gordon-onslow-ford-1720
1721,"Opie, Julian",M,1958,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/julian-opie-1721
1722,"Oppenheim, Dennis",M,1938,Unknown,Electric City,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/dennis-oppenheim-1722
1723,"Opsomer, Isidore",M,1878,1967,Lier,België,Antwerpen,België,http://www.tate.org.uk/art/artists/isidore-opsomer-1723
1724,"Organ, Bryan",M,1935,Unknown,Leicester,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/bryan-organ-1724
1725,"Orpen, Sir William",M,1878,1931,Dublin,Éire,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-william-orpen-1725
1726,"Orr, Chris",M,1943,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/chris-orr-1726
1727,"Osborn, William Evelyn",M,1868,1906,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-evelyn-osborn-1727
1728,"Ospovat, Henry",M,1877,1909,Rossiya,Unknown,London,United Kingdom,http://www.tate.org.uk/art/artists/henry-ospovat-1728
1729,"Otreba, Ryszard",M,1932,Unknown,Pszczyna,Polska,Unknown,Unknown,http://www.tate.org.uk/art/artists/ryszard-otreba-1729
1730,"Ovenden, Graham",M,1943,Unknown,Hampshire,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/graham-ovenden-1730
1731,"Ozenfant, Amédée",M,1886,1966,Saint Quentin,France,Cannes,France,http://www.tate.org.uk/art/artists/amedee-ozenfant-1731
1732,"Paalen, Wolfgang",M,1905,1959,Wien,Österreich,Ciudad de México,México,http://www.tate.org.uk/art/artists/wolfgang-paalen-1732
1733,"Packham, Alex",M,1914,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/alex-packham-1733
1734,"Paladino, Mimmo",M,1948,Unknown,Paduli,Italia,Unknown,Unknown,http://www.tate.org.uk/art/artists/mimmo-paladino-1734
1735,"Palmer, Garrick",M,1933,Unknown,Portsmouth,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/garrick-palmer-1735
1736,"Palmer, Roger",M,1946,Unknown,Portsmouth,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/roger-palmer-1736
1737,"Paolini, Giulio",M,1940,Unknown,Genova,Italia,Unknown,Unknown,http://www.tate.org.uk/art/artists/giulio-paolini-1737
1738,"Paolozzi, Sir Eduardo",M,1924,2005,Edinburgh,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/sir-eduardo-paolozzi-1738
1739,"Park, Alistair",M,1930,1984,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/alistair-park-1739
1740,"Park, John A.",M,1880,1962,Preston,United Kingdom,Lancashire,United States,http://www.tate.org.uk/art/artists/john-a-park-1740
1741,"Parker, Harold",M,1873,1962,Aylesbury,United Kingdom,Brisbane,Australia,http://www.tate.org.uk/art/artists/harold-parker-1741
1742,"Parker, Ray",M,1922,1990,Beresford,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/ray-parker-1742
1743,"Partridge, David",M,1919,2006,Akron,United States,Toronto,Canada,http://www.tate.org.uk/art/artists/david-partridge-1743
1744,"Pasmore, Victor",M,1908,1998,Surrey,United Kingdom,Malta,Unknown,http://www.tate.org.uk/art/artists/victor-pasmore-1744
1745,"Pasmore, Wendy",F,1915,Unknown,Dublin,Éire,Unknown,Unknown,http://www.tate.org.uk/art/artists/wendy-pasmore-1745
1746,"Pasternak, Leonid",M,1862,1945,Odessa,Ukrayina,Oxford,United Kingdom,http://www.tate.org.uk/art/artists/leonid-pasternak-1746
1747,"Patrick, J. McIntosh",M,1907,1998,Dundee,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/j-mcintosh-patrick-1747
1748,"Peacock, Ralph",M,1868,1946,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/ralph-peacock-1748
1749,"Pearlstein, Philip",M,1924,Unknown,Pittsburgh,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/philip-pearlstein-1749
1750,"Pearsh, Kevin",M,1951,Unknown,Melbourne,Australia,Unknown,Unknown,http://www.tate.org.uk/art/artists/kevin-pearsh-1750
1751,"Pegram, Henry Alfred",M,1862,1937,London,United Kingdom,Hampstead,United Kingdom,http://www.tate.org.uk/art/artists/henry-alfred-pegram-1751
1752,"Penagos, Rafael",M,1941,Unknown,Santafé de Bogotá,D.C.,Unknown,Unknown,http://www.tate.org.uk/art/artists/rafael-penagos-1752
1753,"Penck, A.R.",M,1939,Unknown,Dresden,Deutschland,Unknown,Unknown,http://www.tate.org.uk/art/artists/ar-penck-ralf-winkler-1753
1754,"Penone, Giuseppe",M,1947,Unknown,Garessio,Italia,Unknown,Unknown,http://www.tate.org.uk/art/artists/giuseppe-penone-1754
1755,"Penrose, Sir Roland",M,1900,1984,London,United Kingdom,East Sussex,United Kingdom,http://www.tate.org.uk/art/artists/sir-roland-penrose-1755
1756,"Peploe, Samuel John",M,1871,1935,Edinburgh,United Kingdom,Edinburgh,United Kingdom,http://www.tate.org.uk/art/artists/samuel-john-peploe-1756
1757,"Perera, Ed",M,1936,Unknown,Sri Lanka,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/ed-perera-1757
1758,"Perlin, Bernard",M,1918,2014,Richmond,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/bernard-perlin-1758
1759,"Permeke, Constant",M,1886,1952,Antwerpen,België,Oostende,België,http://www.tate.org.uk/art/artists/constant-permeke-1759
1760,"Perryman, Margot",F,1938,Unknown,Plymouth,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/margot-perryman-1760
1761,"Pevsner, Antoine",M,1884,1962,Orel,Rossiya,Paris,France,http://www.tate.org.uk/art/artists/antoine-pevsner-1761
1762,"Phillips, Maurice",M,1948,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/maurice-phillips-1762
1763,"Phillips, Esq Peter",M,1939,Unknown,Birmingham,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/peter-phillips-1763
1764,"Phillips, Esq Tom",M,1937,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/tom-phillips-1764
1765,"Philpot, Glyn Warren",M,1884,1937,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/glyn-warren-philpot-1765
1766,"Picabia, Francis",M,1879,1953,Paris,France,Paris,France,http://www.tate.org.uk/art/artists/francis-picabia-1766
1767,"Picasso, Pablo",M,1881,1973,Málaga,España,Mougins,France,http://www.tate.org.uk/art/artists/pablo-picasso-1767
1768,"Pichet, Roland",M,1936,Unknown,Québec,Canada,Unknown,Unknown,http://www.tate.org.uk/art/artists/roland-pichet-1768
1769,"Piché, Roland",M,1938,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/roland-piche-1769
1770,"Pickard, Louise",F,1865,1928,Kingston-Upon-Hull,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/louise-pickard-1770
1771,"Pignon, Edouard",M,1905,1993,Bully-les-Mines,France,Unknown,Unknown,http://www.tate.org.uk/art/artists/edouard-pignon-1771
1772,"Pinkney, Richard",M,1938,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/richard-pinkney-1772
1773,"Piper, Edward",M,1938,1990,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/edward-piper-1773
1774,"Piper, John",M,1903,1992,Epsom,United Kingdom,Henley-on-Thames,United Kingdom,http://www.tate.org.uk/art/artists/john-piper-1774
1775,"Pirie, Sir George",M,1863,1946,Campbeltown,United Kingdom,Glasgow,United Kingdom,http://www.tate.org.uk/art/artists/sir-george-pirie-1775
1776,"Pissarro, Camille",M,1830,1903,Charlotte Amalie,Unknown,Paris,France,http://www.tate.org.uk/art/artists/camille-pissarro-1776
1777,"Pissarro, Lucien",M,1863,1944,Paris,France,Dorset,United Kingdom,http://www.tate.org.uk/art/artists/lucien-pissarro-1777
1778,"Pitchforth, Roland Vivian",M,1895,1982,Wakefield,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/roland-vivian-pitchforth-1778
1779,"Platt, John",M,1886,1967,Leek,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-platt-1779
1780,"Plowman, Chris",M,1952,2009,Fareham,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/chris-plowman-1780
1781,"Plumb, John",M,1927,2008,Luton,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-plumb-1781
1782,"Shepperson, Claude",M,1867,1921,Beckenham,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/claude-shepperson-1782
1783,"Poirier, Anne and Patrick",Unknown,1942,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/anne-poirier-and-patrick-poirier-1783
1784,"Poliakoff, Serge",M,1900,1969,Moskva,Rossiya,Paris,France,http://www.tate.org.uk/art/artists/serge-poliakoff-1784
1785,"Pollock, Jackson",M,1912,1956,Cody,United States,East Hampton,United States,http://www.tate.org.uk/art/artists/jackson-pollock-1785
1786,"Pomodoro, Gio",M,1930,Unknown,Morciano di Romagna,Italia,Unknown,Unknown,http://www.tate.org.uk/art/artists/gio-pomodoro-1786
1787,"Poole, Henry",M,1873,1928,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/henry-poole-1787
1788,"Poons, Larry",M,1937,Unknown,Tokyo,Nihon,Unknown,Unknown,http://www.tate.org.uk/art/artists/larry-poons-1788
1789,"Pope, Nicholas",M,1949,Unknown,Sydney,Australia,Unknown,Unknown,http://www.tate.org.uk/art/artists/nicholas-pope-1789
1791,"Porter, Frederick J.",M,1883,1944,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/frederick-j-porter-1791
1792,"Porter, Stephen",M,1941,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/stephen-porter-1792
1793,"Portway, Douglas",M,1922,1993,Johannesburg,South Africa,Unknown,Unknown,http://www.tate.org.uk/art/artists/douglas-portway-1793
1794,"Potter, Helen Beatrix",F,1866,1943,London,United Kingdom,Cumbria,United Kingdom,http://www.tate.org.uk/art/artists/helen-beatrix-potter-1794
1795,"Potter, Mary",F,1900,1981,Beckenham,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/mary-potter-1795
1796,"Potworowski, Peter",M,1898,1962,Warszawa,Polska,Warszawa,Polska,http://www.tate.org.uk/art/artists/peter-potworowski-1796
1797,"Prendergast, Peter",M,1946,2007,Wales,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/peter-prendergast-1797
1798,"Priest, Margaret",F,1944,Unknown,Buckinghamshire,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/margaret-priest-1798
1799,"Pringle, John Quinton",M,1864,1925,Glasgow,United Kingdom,Glasgow,United Kingdom,http://www.tate.org.uk/art/artists/john-quinton-pringle-1799
1800,"Procktor, Patrick",M,1936,2003,Dublin,Éire,Unknown,Unknown,http://www.tate.org.uk/art/artists/patrick-procktor-1800
1801,"Procter, Dod",F,1892,1972,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/dod-procter-1801
1802,"Procter, Ernest",M,1886,1935,Tynemouth,United Kingdom,North Shields,United Kingdom,http://www.tate.org.uk/art/artists/ernest-procter-1802
1803,"Prout, Margaret Fisher",F,1875,1963,Chelsea,United Kingdom,Saint Leonards,United Kingdom,http://www.tate.org.uk/art/artists/margaret-fisher-prout-1803
1804,"Pryde, James",M,1866,1941,Edinburgh,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/james-pryde-1804
1805,"Nicholson, Mabel",F,1871,1918,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/mabel-nicholson-1805
1806,"Pryse, Gerald",M,1880,1957,Unknown,Unknown,Al-Magreb,Unknown,http://www.tate.org.uk/art/artists/gerald-pryse-1806
1807,"Przybylski, Janusz",M,1937,Unknown,Poznan,Polska,Unknown,Unknown,http://www.tate.org.uk/art/artists/janusz-przybylski-1807
1808,"Pulham, Peter Rose",M,1910,1956,Hampstead,United Kingdom,France,Unknown,http://www.tate.org.uk/art/artists/peter-rose-pulham-1808
1809,"Puni, Iwan",M,1892,1956,Repino,Rossiya,Paris,France,http://www.tate.org.uk/art/artists/iwan-puni-jean-pougny-1809
1810,"Quaytman, Harvey",M,1937,Unknown,New York,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/harvey-quaytman-1810
1811,"Rackham, Arthur",M,1867,1939,London,United Kingdom,Limpsfield,United Kingdom,http://www.tate.org.uk/art/artists/arthur-rackham-1811
1812,"Raetz, Markus",M,1941,Unknown,Büren an der Aare,Schweiz,Unknown,Unknown,http://www.tate.org.uk/art/artists/markus-raetz-1812
1813,"Rainer, Arnulf",M,1929,Unknown,Baden,Österreich,Unknown,Unknown,http://www.tate.org.uk/art/artists/arnulf-rainer-1813
1814,"Ratcliffe, William",M,1870,1955,Norfolk,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/william-ratcliffe-1814
1815,"Rauschenberg, Robert",M,1925,2008,Port Arthur,United States,Captiva Island,United States,http://www.tate.org.uk/art/artists/robert-rauschenberg-1815
1816,"Raven-Hill, Leonard",M,1867,1942,Bath,United Kingdom,Ryde,United Kingdom,http://www.tate.org.uk/art/artists/leonard-raven-hill-1816
1817,"Ravilious, Eric",M,1903,1942,Acton,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/eric-ravilious-1817
1818,"Raysse, Martial",M,1936,Unknown,Golfe-Juan,France,Unknown,Unknown,http://www.tate.org.uk/art/artists/martial-raysse-1818
1819,"Rebeyrolle, Paul",M,1926,2005,Eymoutiers,France,Unknown,Unknown,http://www.tate.org.uk/art/artists/paul-rebeyrolle-1819
1820,"Reder, Bernard",M,1897,1963,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/bernard-reder-1820
1821,"Redpath, Anne",F,1895,1965,Galashiels,United Kingdom,Edinburgh,United Kingdom,http://www.tate.org.uk/art/artists/anne-redpath-1821
1822,"Reeve, Russell",M,1895,1970,Hethersett,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/russell-reeve-1822
1823,"Rego, Paula",F,1935,Unknown,Lisboa,Portugal,Unknown,Unknown,http://www.tate.org.uk/art/artists/paula-rego-1823
1824,"Reid, Sir Norman",M,1915,2007,Edinburgh,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-norman-reid-1824
1825,"Reinganum, Victor",M,1907,1995,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/victor-reinganum-1825
1826,"Reinhardt, Ad",M,1913,1967,New York,United States,New York,United States,http://www.tate.org.uk/art/artists/ad-reinhardt-1826
1827,"Rennell, Lady Mary",F,1901,1981,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/lady-mary-rennell-1827
1828,"Renoir, Auguste",M,1841,1919,Limoges,France,Cagnes-sur-Mer,France,http://www.tate.org.uk/art/artists/auguste-renoir-1828
1829,"Repin, Ilya",M,1844,1930,Chuguyev,Ukrayina,Repino,Rossiya,http://www.tate.org.uk/art/artists/ilya-repin-1829
1830,"Reuter, Ingmar",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/ingmar-reuter-1830
1831,"Reuterswärd, Carl Frederik",M,1934,Unknown,Stockholm,Sverige,Unknown,Unknown,http://www.tate.org.uk/art/artists/carl-frederik-reutersward-1831
1832,"Reynolds, Alan",M,1926,2014,Newmarket,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/alan-reynolds-1832
1833,"Reynolds-Stephens, Sir William",M,1862,1943,Detroit,United States,Royal Tunbridge Wells,United Kingdom,http://www.tate.org.uk/art/artists/sir-william-reynolds-stephens-1833
1834,"Rhoades, Geoffrey",M,1898,1980,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/geoffrey-rhoades-1834
1835,"Richards, Albert",M,1919,1945,Liverpool,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/albert-richards-1835
1836,"Richards, Ceri",M,1903,1971,Wales,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/ceri-richards-1836
1837,"Richards, Frances",F,1903,1985,Stoke on Trent,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/frances-richards-1837
1838,"Richardson-Jones, Keith",M,1925,2005,Northampton,United Kingdom,Abergavenny,United Kingdom,http://www.tate.org.uk/art/artists/keith-richardson-jones-1838
1839,"Richier, Germaine",F,1902,1959,Bouches-du-Rhône,France,Montpellier,France,http://www.tate.org.uk/art/artists/germaine-richier-1839
1840,"Richmond, Oliffe",M,1919,1977,Hobart,Australia,London,United Kingdom,http://www.tate.org.uk/art/artists/oliffe-richmond-1840
1841,"Richter, Gerhard",M,1932,Unknown,Dresden,Deutschland,Unknown,Unknown,http://www.tate.org.uk/art/artists/gerhard-richter-1841
1842,"Richter, Vjenceslav",M,1917,2002,Rijeka,Hrvatska,Zagreb,Hrvatska,http://www.tate.org.uk/art/artists/vjenceslav-richter-1842
1843,"Ricketts, Charles",M,1866,1931,Genève,Schweiz,London,United Kingdom,http://www.tate.org.uk/art/artists/charles-ricketts-1843
1844,"Rickey, George",M,1907,2002,South Bend,United States,East Chatham,United States,http://www.tate.org.uk/art/artists/george-rickey-1844
1845,"Riley, Bridget",F,1931,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/bridget-riley-1845
1846,"Rinke, Klaus",M,1939,Unknown,Wattenscheid,Deutschland,Düsseldorf,Deutschland,http://www.tate.org.uk/art/artists/klaus-rinke-1846
1847,"Riopelle, Jean-Paul",M,1923,2002,Québec,Canada,Unknown,Unknown,http://www.tate.org.uk/art/artists/jean-paul-riopelle-1847
1848,"Ripley, Edward",M,1929,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/edward-ripley-1848
1849,"Rivera, Diego",M,1886,1957,Guanajuato,México,Ciudad de México,México,http://www.tate.org.uk/art/artists/diego-rivera-1849
